"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1650.51059802551","1471.08617337371","871.697167208067","813.829811325128","878.530222992876","958.506238251081","1030.46392228014","1076.62503878963","1164.28221872868","1210.36239501591","1289.88425211857","1422.47665422275","1619.11218921002","1855.59682694565","2062.20323329876","2364.175934724","2697.01898320572","3093.36933999173","3335.24416355048","2884.33947038119","2958.83899907802","3098.74230423071","3312.9800082494","3406.53611767826","3511.2250593094","3607.28929855361","3601.46966358115","3860.21805793624","4051.38496692373","4350.46619774208","4021.04626409617",
"American Samoa","ASM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12609.3685211188","12641.6678802311","12653.2818390598","12628.5076571075","12202.7373674641","12586.7160375183","12439.1497226866","12092.2765062614","12256.3428575784","12328.6652824756","11812.4591111668","11507.2256511128","11694.5453868794","12059.6351646776","11871.3595493939","11066.0601740887","11393.6056572867","11368.5695800312","11839.0105004877",
"Antigua and Barbuda","ATG","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","5570.43204584114","5826.24117520437","6306.13508479843","6830.39857269133","7099.23534998144","7094.30445670917","7474.9650954871","8234.12855007634","8863.38488338236","9887.08789350276","10549.2467099634","11091.1202861537","11626.7787683297","11876.1994030616","11975.7403143642","11908.4931735434","12286.0333441018","12828.6104410898","12006.518606977","12525.1679394273","12928.4417653462","13260.4942874684","13484.1864626965","14069.5148408067","13220.0448316627","13170.6260108089","13792.5009167708","14399.8207214034","15122.1856098317","16785.7470478675","18062.4656633866","17771.193163252","15401.9686409802","13986.8408888484","13525.4449097176","13802.7074917283","13554.4013958157","13908.9916265529","14285.3297773091","14919.2060476269","15242.3730650282","16146.5927471262","16786.4474314205","13285.6447420337",
"Australia","AUS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","19953.2063391233","20045.8436572101","19815.7495923857","20647.4859468336","21659.1520578829","22509.0974044746","22525.0519937315","23644.6004905653","24414.7801364538","25593.1263966241","26894.5064781818","27040.5102887513","27585.782806075","27878.8169473623","28297.9448224226","28325.0160604625","28769.1030094732","29468.8424715425","29388.5743635266","30250.3700609242","30790.9684924934","31318.0837448787","31823.6227486897","30729.8075830818","31780.2585285748","32995.138056256","33767.1612179806","34104.8306330869","35478.4267523247","36231.0161797299","36974.4509255049","36361.9422733113","36072.0398069721","37161.6791478602","38234.029887488","39223.1607674505","40203.3023270116","41309.8259685443","42767.7939690644","44369.2728270564","45558.753131278","45864.7680331103","47127.2781005515","47997.1371388983","49439.1222880846","50332.8748422221","50948.2249676411","52538.9755805727","53338.6027837258","53225.9510414936","53542.8337248074","54108.1110551111","55254.6062126847","55723.9482270935","56305.9790936359","56707.0220772116","57358.7827974217","57695.5712591341","58447.2526505317","58781.0466570626","58043.5806633874",
"Austria","AUT","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","12046.3056533488","12643.8888078704","12899.4811848224","13347.2823088819","14070.6163859576","14466.0025054179","15175.4845609821","15515.568650891","16125.5231756831","17078.4603108664","18094.7135140903","18935.5644884904","19994.5134996996","20856.4581380744","21641.7815881939","21620.3497141477","22650.2069380544","23791.6975513992","23760.8086744426","25076.3134752441","25510.47919792","25408.7891936679","25901.2424012459","26714.4450807263","26729.8254130346","27384.8573386419","27997.292933048","28359.3106076164","29252.5570033038","30253.0242274651","31328.0798580378","32084.3354620707","32397.5081707865","32300.7192022709","32949.5637571737","33776.8985360708","34523.8526694778","35206.7261578132","36427.6355488475","37649.7989906119","38827.2726029512","39169.0532024998","39620.5456079819","39799.2130824725","40634.8816046983","41264.6724174533","42479.2641547245","43920.0464520643","44422.1874697688","42638.0413668359","43317.0850616844","44433.1273712124","44531.9691194035","44281.5663279585","44227.3786797355","44178.0473777432","44572.3228170817","45263.5165628169","46170.3948913214","46650.9862806673","43327.3462211511",
"Azerbaijan","AZE","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2820.74098928477","2763.97687402653","2107.22274909674","1596.07657693818","1264.48276136377","1102.45914716982","1105.54839148596","1158.44094659188","1262.2475458617","1343.80871085587","1480.75665467711","1614.79211576914","1754.07360591124","1918.54363295971","2077.81226193597","2631.75897929512","3501.0418070593","4326.961571103","4692.91219198883","5023.79076476976","5215.02091177903","5152.6574441297","5194.7383773851","5425.90528451346","5505.98823646328","5500.31038244408","5270.55296832692","5229.52613726561","5262.18380463117","5348.26526020775","5083.38163910978",
"Burundi","BDI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","285.43888882365","241.496900884583","258.412196745752","263.915632633124","274.736606755972","279.351141253257","285.221482029573","316.388763605102","307.532556127652","296.210762510581","352.648717365613","357.107685035856","330.525605008452","349.82017136897","343.343459650523","340.652857645895","360.884709905904","393.553652197142","380.492012919879","377.090089655168","371.111957969222","405.595187944285","390.948487724636","394.851778280973","384.892565553778","418.495990172362","420.080107408174","430.819903552482","440.101675256421","434.411671794374","438.71252958928","450.207657414382","445.104993586182","409.234033294448","386.827971244156","350.950993808139","318.982051229182","310.730181174111","322.151911413667","314.74765236428","306.584485377232","305.854489322921","310.945328970143","298.025211804752","302.682088602966","295.737164631454","301.790650357973","302.107071080456","306.507415168484","307.904265822306","313.311817914094","315.656923128596","319.438533762914","324.828660694699","328.147195904038","305.549652502657","294.21884817247","286.431527813314","281.970232298924","278.319371296908","270.691448734808",
"Belgium","BEL","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11729.5880509191","12272.6981384482","12861.0555234542","13320.755116941","14113.22540216","14483.6191927389","14840.128041067","15328.6020957144","15908.7964854654","16915.5502518195","17842.3178037784","18519.6993598605","19424.2178183154","20598.8951956711","21471.6245517148","20988.7642933304","22135.619762597","22246.7358626237","22857.6289580507","23371.7261804169","24383.4901407793","24316.032372739","24467.3581107607","24545.6077226986","25151.3740683296","25559.2083714271","26015.815873257","26593.2312131775","27760.885482225","28619.8070364114","29429.8242694953","29858.1376109046","30192.4191260746","29785.4254038973","30651.9783756231","31317.2949761928","31669.1977172208","32791.1705906412","33363.1548148589","34466.0427967902","35660.4471631183","35928.7859335054","36378.6088026414","36602.6572986276","37746.0982948807","38410.6015938582","39132.0230600027","40274.0278956294","40135.7056521353","39009.5295629957","39761.931402119","39913.0404870657","39959.500295341","39954.24626596","40405.1681811584","40991.8081381432","41301.4065243889","41808.9455642301","42376.2057610404","43053.788585574","40381.5388193093",
"Benin","BEN","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","679.021665655057","690.624569932339","657.092817971785","677.357251045703","710.367195838187","734.788717921065","746.933550228958","740.318503138548","753.265305323043","758.882811361402","758.392636536356","730.918929741279","760.769307445096","771.197722304379","778.515173830961","722.772791190639","711.300936593714","727.985369088805","718.194237074261","745.133447276899","774.552097149273","828.697950371172","824.012209956673","766.291097857084","803.802055548862","839.748903361422","833.436318912088","797.266042869692","800.141755476834","753.569968845582","795.071652677457","801.150911474166","796.642875485553","814.131301806433","802.606190034558","823.549283721719","832.556413755814","854.042875883077","861.987074911252","881.619417821179","905.826269477766","925.716073006309","939.661663938261","942.918587867681","955.534214100597","943.629311658903","952.831227239232","981.455745386847","1000.85148547198","995.694206530851","988.610785491437","989.767354468482","1008.76630305255","1051.55191568071","1087.7199573567","1076.79669785585","1082.4512883575","1112.81709413435","1155.31316796067","1201.56138386125","1214.65958680899",
"Burkina Faso","BFA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","241.60549970059","248.022636751671","259.734479226254","252.999066597864","255.16718623908","260.885391131774","258.221862229389","276.447620124363","280.163973591224","280.973432527021","276.479981538384","275.548069408574","276.990801227477","273.294243726073","290.572914714495","293.717027036419","312.714753422614","307.74640730881","315.425654461758","320.082291771167","315.484031481955","321.265287537702","343.473991659129","336.086729724099","321.766278148234","340.286134583026","357.964120236845","347.931806632651","358.571430217413","356.740005086664","345.284156487634","366.653659447776","357.742251994468","360.230660779289","355.14841952624","365.280535215557","394.457258469241","407.860731461006","425.569179091906","444.322529069177","440.028405006332","455.907655355864","462.265599178223","484.097060995891","491.184674638144","518.167867222496","534.356717912913","539.820017460504","554.11212121081","553.51667450959","582.415734139013","602.579146921484","622.519711182775","639.232921274197","647.428702154053","653.32726813947","672.363039910892","693.72643925639","718.642559523889","738.21890116854","731.522070723226",
"Bangladesh","BGD","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","463.357388343497","477.995171378731","490.26198218358","474.472451849966","511.357773945015","504.154719388416","501.059586309986","476.031337742374","505.083318374925","496.883457699269","512.12116271102","474.463205239521","401.460496468911","408.606343031521","440.603586350899","414.604799647261","428.379930498515","428.986965430566","447.239544667055","456.145380246379","447.69492353131","467.586708214764","465.250064443771","470.905314115661","480.831100272897","484.048019217214","491.135817664725","496.432876778173","495.403823207327","496.761646875158","512.096589499953","517.76369198638","533.887968876922","547.05141702178","556.29886468569","572.438453672363","585.716937119333","599.227533516935","617.292344070892","633.182734570131","653.80864003472","674.166972677693","687.383307540341","707.60509399929","732.748840884682","769.135980425315","809.473632727957","856.045947208307","897.189023767985","931.986506098107","972.909687682522","1024.0219568794","1078.28754620684","1129.99354846656","1184.86328330845","1248.45330989613","1322.69481176488","1403.86169202072","1498.38789214106","1603.95364590189","1643.67331003447",
"Bulgaria","BGR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","3428.40951179017","3584.44137344269","3657.28776630937","3773.31598436293","3892.35683500491","3996.86480198196","4166.14166955607","4411.88622261281","4889.25631993901","4784.0546461661","4427.01071361566","4093.47667936907","3836.76395423322","3810.24372530633","3892.71106805827","4021.72281730795","4252.94649834109","3674.93181669676","3839.71670227527","3537.10582207864","3717.67704162788","3937.43486493199","4260.11613781855","4518.87824967162","4849.54289640561","5230.98370373178","5629.41986656582","6044.75941177202","6459.64091191502","6288.67740963612","6427.81006212601","6605.08982045823","6693.61236429071","6693.45015260161","6796.68911922266","7074.68102325059","7341.04761379451","7599.12495683519","7859.67803704994","8234.78133356177","7920.91133027298",
"Bahrain","BHR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","21450.5527812046","19537.9587081644","17507.8734242864","18131.0725471132","18534.2249159413","17139.0701051307","16779.7366105066","17885.0193262292","18469.8463061012","17925.0719705653","18160.169359025","19651.3378518219","20432.1238850311","22497.0363758203","21894.5445475634","22185.4956273415","22500.0709757949","22561.7924046242","22919.3939628375","23047.0707154391","23243.5908841725","22697.6169188068","22258.1949327006","22335.93241802","22422.689937178","22343.537394919","22069.2804186367","22111.6800768009","21833.4119773416","21057.4207733626","20982.3404804452","20774.2449354934","21187.5418849515","22078.9904795856","22676.6258722851","22634.0856475674","22552.6845694088","22445.4525574091","21824.2062303419","21317.3344886284","19514.874877154",
"Bahamas, The","BHS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","20100.7105233133","21165.2760912674","22224.3448798131","23358.0393465456","24582.2720326902","25913.4538015874","27043.799388122","28427.6657742832","29650.8645698124","31209.0359681999","28557.2929831826","28267.7549761254","26670.4046600873","28110.8825821057","22947.7759550065","19158.5195806463","19733.2220486742","21081.1215675056","23546.8218060926","29051.6435230038","30263.1156655524","26867.2036441022","28034.1230966961","28408.6330194151","31754.7740448558","32626.1338592727","32595.3375248432","32982.3838787699","33173.3477562975","34802.0944366213","33646.5794502205","31649.1269106923","29863.8713701593","29399.1479218521","29798.9829120834","30623.1156475742","31489.2981310959","33258.2213189723","31406.6253123044","34822.4842431959","35782.8043547061","36167.2345998328","36537.0479083933","35445.2872619172","35111.1742007615","35637.790660931","35852.2372555028","35685.8433236817","34218.4321261133","32234.2907730546","32238.1230185563","32016.6880321818","32642.0757302034","31165.2701259886","31580.5161812885","31776.0555852485","31491.7004685862","31682.6965038308","32231.2725840966","32136.7623077088","27209.4648606859",
"Bosnia and Herzegovina","BIH","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","619.142339857316","768.917490901746","1477.87337034449","2001.17815383051","2314.43482543202","2530.51169811391","2847.59239030369","2913.22950439487","3056.53670841862","3172.38286708931","3371.23891243361","3501.56349239058","3691.05004041004","3909.97150519426","4132.19115331398","4027.69128180577","4095.96073092838","4185.30403335996","4215.61973771974","4390.64870618089","4518.46578593261","4729.68995905382","4940.75976924098","5150.27316852611","5387.26943617524","5578.26631405929","5433.15135828129",
"Belarus","BLR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2890.5241663692","2854.52075070743","2574.82385165248","2373.89052136425","2098.62426279529","1886.47742528651","1945.83894756242","2176.69235022362","2370.18646740428","2461.82685103912","2616.91299263359","2754.66446971789","2912.12336094185","3139.12098642967","3522.48985117687","3880.01436974552","4294.22867163526","4684.98029099754","5180.71234438981","5203.85488670206","5621.93717466556","5938.22068048537","6047.87112888287","6110.90466736341","6212.91277243518","5967.05220384914","5811.19794357554","5964.89294392711","6165.90933024502","6264.86096486176","6234.82432796722",
"Belize","BLZ","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1195.06785884675","1218.69438562476","1242.98695715477","1268.47796702774","1294.37365030571","1319.14457678565","1341.27935705028","1365.24001988742","1423.41112268139","1455.90524312173","1489.49658655526","1516.07470426207","1640.01686699702","1699.16473857097","1900.0189024529","1939.34919869525","1911.73428176717","2008.48196962196","2136.61023889775","2259.38844777581","2512.47751163253","2481.90391522866","2415.17384361954","2297.67602968734","2276.92444630458","2236.14688762395","2273.53774206169","2448.81020346693","2618.06021781864","2886.9211070746","3147.24333466631","3442.30165981095","3794.10287480428","3964.86098042413","3891.31725255084","3816.42468693277","3749.61527894854","3743.83633425871","3737.57694779095","3917.15496007343","4278.01687463302","4342.08872590695","4420.72442859483","4707.02739042172","4806.05551981113","4773.62388538477","4874.46835576616","4773.33409814765","4814.47703217125","4704.83474051575","4728.77362202713","4706.07299068839","4709.31061631799","4663.92151063062","4747.06709912106","4770.23265563888","4671.91498264102","4663.28151591111","4707.40141641118","4701.0433064517","3968.49188285071",
"Bermuda","BMU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","37935.8868022598","38751.2332291086","39527.7963010198","39029.4477446354","42301.4324101907","43253.5439320095","48593.3905374325","53985.6404749272","54082.1391371472","54904.6942633894","57309.1583733858","59713.4402579825","61244.5370416687","62615.3153463843","63637.7153637051","66534.0405879678","72208.7316206002","76180.8012904635","76999.1578075252","78360.6870416759","83239.5346092302","84633.1604838556","79583.1339564394","80483.7350100024","80164.5663048658","77902.654187167","82395.2731833022","84794.996880186","87481.3787983877","87131.949413146","86436.2343083741","83812.1328015956","84371.0356555145","86444.678219915","86361.9528113298","89518.2776350258","91261.1514849131","94878.4922499734","97857.323281354","100602.927482617","109001.586029756","115619.474683728","113172.120633639","116268.816861242","118193.148720988","119396.449407765","125294.959387025","128757.880688002","125610.033442692","117886.737990193","115839.79601113","112471.34754245","106119.795030798","105492.480708055","101374.469787793","102005.62564189","102407.394383438","107237.031768386","106696.068221485","107196.815145526","100411.873883691",
"Bolivia","BOL","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1292.80562222424","1294.33514474142","1339.9392453705","1402.91516692046","1429.47077672928","1469.5908012088","1543.01066175571","1606.89972540079","1707.90794205353","1747.03286214525","1799.57114635169","1850.35314577693","1954.84090323784","2022.32046712785","2036.50200377122","2137.71096398196","2187.35450019533","2245.67807314225","2241.74003645257","2196.45726106366","2120.7017775999","2082.81248681749","1960.43033598219","1843.62335839532","1803.05482627207","1736.87150741088","1657.38819122269","1662.97786852501","1675.60382743769","1702.67918174608","1744.31198977231","1797.78025361123","1789.23998492474","1826.86554756771","1872.70992312317","1920.31793224083","1963.64076114408","2019.85160656277","2079.69667877633","2048.02651114842","2059.18527622201","2054.33094721562","2066.24164005911","2083.42192853374","2131.30710809324","2186.1866764011","2251.27499375349","2313.89121666841","2414.97342195677","2454.80030296852","2514.43482349538","2602.71848993395","2692.60749588045","2830.67345266829","2939.47745959224","3035.97165489786","3118.91368242419","3203.00443682573","3291.15635462541","3317.37094465712","2983.02704864288",
"Brazil","BRA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2611.05344904213","2754.24634096382","2851.49288847603","2786.36244634607","2799.6419489352","2787.43877839417","2893.57582468551","2934.98774513646","3138.78573172604","3349.53183697454","3605.87048569222","3917.28584471536","4280.66834818188","4764.11796811139","5032.17956202264","5168.28064014686","5564.76337106389","5702.51442266968","5845.75254337152","6094.9209305223","6500.38780554116","6079.24403845641","5987.82054505781","5679.89740440112","5853.89725888604","6178.52391509739","6504.975723405","6601.58908030838","6471.95272649278","6553.23804876825","6155.64537307478","6110.71907521168","5974.59006469738","6165.31686502015","6420.40739190523","6584.73922064371","6624.10037220125","6742.71174107548","6662.85343857573","6595.61609911524","6787.66899225011","6788.57656201416","6904.6253073595","6896.13719435172","7206.26179832942","7352.28258589388","7560.70204026723","7936.82442801739","8258.61588399477","8169.26241967776","8702.25533075519","8965.62055746199","9056.58043788945","9247.5733810643","9214.97724357405","8813.98980647828","8455.31234246959","8498.29390646058","8582.33863665038","8638.28290678523","8228.78051042072",
"Barbados","BRB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","11645.7862647288","11354.2031844099","11781.0226161861","12144.0411017277","12671.7008431346","13609.4887993234","14146.0520792893","13827.5656930355","13109.4125544338","13138.2549977659","13573.8825707133","13681.8828040823","14332.2979784839","14652.6386394501","15110.1655087519","15594.456191607","15022.4855922476","14382.6600467367","13513.4637992095","13570.0998261226","13789.452099362","14010.9989686908","14508.5715627775","15131.9225214086","15629.0335442805","15616.3398977195","16247.3897043","15805.8387989809","15876.1684053345","16167.8601664288","16339.3835445902","16921.9354530327","17846.1906459118","18158.9453689196","18204.9210250915","17209.1403852262","16754.6285613995","16591.4820476566","16474.4983349043","16208.7222803767","16158.3544584222","16524.899501274","16906.5936182635","16961.3399632522","16838.7287311496","16800.2099977087","13595.0344137112",
